username,date_of_election,isSuccessful,votes,edit_count,year_joined,pages_created
Denelson83,2005-10-07 18:28:00,1,0,21599,2003,379
DESiegel,2005-09-21 18:14:00,1,0,33106,2005,19
Dmcdevit,2005-07-17 13:52:00,1,0,0,2009,0
Doc glasgow,2005-09-14 20:43:00,1,0,26084,2005,105
Dragons flight,2005-08-13 05:09:00,1,0,24031,2003,51
DrBob,2005-10-31 05:05:00,1,0,3376,2001,109
Drini,2005-09-07 06:13:00,1,0,3,2010,0
Durin,2005-09-26 22:17:00,1,0,25247,2005,53
Dvyost,2005-10-22 08:30:00,1,0,5292,2005,498
Edcolins,2005-10-20 19:19:00,1,0,43381,2004,1652
EdwinHJ,2005-12-15 00:54:00,1,0,4958,2003,131
Egil,2005-10-28 08:29:00,1,0,20145,2003,1478
El C,2005-04-24 18:25:00,1,0,69198,2004,32
Ellsworth,2005-04-11 22:58:00,1,0,8488,2004,19
Enochlau,2005-11-25 10:41:00,1,0,18866,2004,204
Essjay,2005-07-13 13:04:00,1,0,21413,2005,7
Eugene van der Pijll,2005-05-31 18:18:00,1,0,37383,2003,1915
EvanProdromou,2005-12-06 20:34:00,1,0,1924,2002,56
Evercat,2005-04-27 00:18:00,1,0,16274,2003,383
Evil Monkey,2005-05-21 01:44:00,1,0,22401,2004,76
Evilphoenix,2005-10-07 05:29:00,1,0,5989,2005,15
Extreme Unction,2005-12-01 16:00:00,1,0,3281,2005,14
Fastfission,2005-10-03 01:50:00,1,0,17173,2004,213
Fawcett5,2005-05-30 15:24:00,1,0,19287,2004,1421
FayssalF,2005-12-17 20:58:00,1,0,42073,2005,107
Freakofnurture,2005-12-10 01:59:00,1,0,36981,2005,111
Freestylefrappe,2005-10-13 01:11:00,1,0,4471,2004,67
Friday,2005-10-03 21:37:00,1,0,19775,2005,18
Fvw,2005-01-05 05:27:00,1,0,19601,2003,22
Gabbe,2005-01-13 19:30:00,1,0,28526,2002,203
Garzo,2005-10-13 23:16:00,1,0,21568,2004,71
Gdr,2005-04-06 09:52:00,1,0,28901,2004,1709
Goodoldpolonius2,2005-11-07 04:09:00,1,0,4037,2004,118
GraemeL,2005-11-13 09:42:00,1,0,35284,2005,3
Graft,2005-09-30 21:06:00,1,0,3470,2002,77
GregAsche,2005-10-17 02:12:00,1,0,4732,2005,10
GregRobson,2005-07-14 00:44:00,1,0,1928,2003,111
Grenavitar,2005-10-20 01:54:00,1,0,30555,2004,533
Grm wnr,2005-06-11 20:48:00,1,0,13050,2004,66
Ground Zero,2005-08-13 18:45:00,1,0,131065,2005,37
Grue,2005-06-14 19:30:00,1,0,6473,2004,51
GTBacchus,2005-12-14 05:39:00,1,0,55116,2003,138
Guettarda,2005-06-13 15:56:00,1,0,47472,2004,189
Gurubrahma,2005-11-29 16:46:00,1,0,12158,2005,80
Gyrofrog,2005-09-26 20:13:00,1,0,52752,2004,67
Hamster Sandwich,2005-11-26 09:29:00,1,0,3219,2005,22
Harro5,2005-11-20 03:51:00,1,0,14577,2005,95
Hashar,2005-07-13 19:35:00,1,0,2531,2003,11
Henrygb,2005-04-01 02:11:00,1,0,12381,2003,551
Hermione1980,2005-10-11 11:56:00,1,0,3075,2005,10
HorsePunchKid,2005-11-25 03:31:00,1,0,4931,2004,41
Howcheng,2005-12-18 19:06:00,1,0,84792,2005,262
Humblefool,2005-07-26 06:35:00,1,0,3255,2004,29
Ianblair23,2005-11-10 00:58:00,1,0,67094,2004,350
Ianbrown,2005-12-12 02:52:00,1,0,5,2006,0
Icairns,2005-01-27 22:22:00,1,0,76837,2004,265
IceKarma,2005-09-18 01:43:00,1,0,4180,2003,14
Improv,2005-02-12 22:44:00,1,0,5494,2004,4
Inter,2005-03-24 16:02:00,1,0,6048,2004,717
Ixfd64,2005-09-14 09:08:00,1,0,52361,2002,489
Izehar,2005-12-17 21:50:00,1,0,6567,2005,14
Jacoplane,2005-12-18 19:49:00,1,0,32059,2004,22
JamesTeterenko,2005-07-20 13:42:00,1,0,6855,2004,168
Jaxl,2005-09-23 23:54:00,1,0,18427,2005,136
Jcw69,2005-10-12 19:12:00,1,0,9050,2004,575
Jdavidb,2005-09-22 20:17:00,1,0,4631,2004,27
Jeffrey O. Gustafson,2005-10-27 08:03:00,1,0,15217,2004,30
JesseW,2005-08-25 03:17:00,1,0,11569,2003,81
Jinian,2005-04-06 10:03:00,1,0,8942,2002,1041
JIP,2005-09-02 17:48:00,1,0,49012,2005,340
Jkelly,2005-11-16 18:29:00,1,0,19608,2005,65
Jnothman,2005-12-18 12:48:00,1,0,4898,2004,46
JoanneB,2005-11-12 01:26:00,1,0,19120,2005,68
Joe Beaudoin Jr.,2005-12-13 22:19:00,1,0,6738,2005,40
Johann Wolfgang,2005-11-05 21:03:00,1,0,6539,2005,108
Johntex,2005-10-19 14:14:00,1,0,21710,2004,72
Jondel,2005-07-30 02:14:00,1,0,16211,2004,186
Joolz,2005-09-02 00:40:00,1,0,8100,2004,145
Journalist,2005-09-24 19:44:00,1,0,14951,2005,7
JRM,2005-05-01 00:09:00,1,0,5015,2004,37
Justinc,2005-10-07 20:54:00,1,0,5929,2004,230
JWSchmidt,2005-12-04 04:50:00,1,0,8891,2003,63
JYolkowski,2005-05-29 01:25:00,1,0,13563,2004,65
Kaldari,2005-08-03 04:12:00,1,0,53731,2004,78
Kbdank71,2005-06-10 13:42:00,1,0,125908,2005,2
Kbh3rd,2005-11-28 19:14:00,1,0,31100,2004,43
Kirill Lokshin,2005-10-22 07:39:00,1,0,72249,2005,30
Kmccoy,2005-07-26 22:38:00,1,0,3120,2004,6
KnowledgeOfSelf,2005-12-24 03:03:00,1,0,48141,2005,21
Kzollman,2005-10-12 18:55:00,1,0,6836,2005,70
Lacrimosus,2005-08-04 08:41:00,1,0,15733,2004,207
Lbmixpro,2005-12-05 16:11:00,1,0,0,2007,0
Lectonar,2005-09-05 08:47:00,1,0,25919,2004,33
Leithp,2005-12-10 17:28:00,1,0,14307,2005,121
Lommer,2005-04-20 23:50:00,1,0,3889,2003,175
LordAmeth,2005-10-06 16:40:00,1,0,30563,2004,297
Lucky 6.9,2005-08-02 23:53:00,1,0,26567,2004,145
Mairi,2005-10-01 05:11:00,1,0,13357,2004,31
Malo,2005-12-13 20:50:00,1,0,25947,2004,335
Marianocecowski,2005-08-23 15:52:00,1,0,19912,2004,113
Mark Dingemanse,2005-03-08 17:23:00,1,0,10803,2004,51
MarkGallagher,2005-11-18 16:40:00,1,0,9521,2004,117
MarkSweep,2005-07-30 07:53:00,1,0,12015,2004,108
Marudubshinki,2005-09-24 06:13:00,1,0,49641,2005,152
Master Thief Garrett,2005-07-15 07:39:00,1,0,6852,2005,14
MC MasterChef,2005-11-01 18:27:00,1,0,2487,2005,30
Mel Etitis,2005-03-30 09:06:00,1,0,60375,2004,106
Miborovsky,2005-11-17 05:44:00,1,0,9037,2005,151
Mike Rosoft,2005-12-23 10:19:00,1,0,61312,2004,259
Mindmatrix,2005-11-27 02:37:00,1,0,148403,2004,162
Mindspillage,2005-04-11 18:12:00,1,0,10612,2004,92
Mo0,2005-12-10 06:59:00,1,0,4747,2004,10
MONGO,2005-11-12 17:40:00,1,0,65138,2005,92
Moriori,2005-07-13 02:11:00,1,0,17235,2003,67
Mulad,2005-05-30 01:51:00,1,0,17433,2003,1746
Mushroom,2005-11-24 03:31:00,1,0,49923,2003,69
Musical Linguist,2005-11-14 02:09:00,1,0,13591,2005,14
Mysekurity,2005-10-31 00:16:00,1,0,5499,2005,53
Nabla,2005-09-30 18:54:00,1,0,12645,2004,145
Necrothesp,2005-10-28 18:34:00,1,0,86540,2004,385
NicholasTurnbull,2005-09-30 14:52:00,1,0,2,2011,0
Nickptar,2005-09-04 02:26:00,1,0,5035,2004,16
Nickshanks,2005-10-09 16:45:00,1,0,6438,2004,101
Nlu,2005-11-12 04:19:00,1,0,152097,2005,151
NSLE,2005-12-02 07:07:00,1,0,8235,2005,17
Nufy8,2005-08-24 00:03:00,1,0,12541,2004,29
Oleg Alexandrov,2005-09-18 16:22:00,1,0,46683,2004,243
Orioane,2005-12-05 11:14:00,1,0,8137,2005,40
OwenX,2005-09-30 01:54:00,1,0,23869,2004,27
Pablo-flores,2005-12-07 22:47:00,1,0,11678,2004,445
Pamri,2005-10-30 17:09:00,1,0,4900,2004,146
Pathoschild,2005-12-04 02:53:00,1,0,17121,2005,9
Phil Boswell,2005-08-16 15:43:00,1,0,38811,2003,86
Philwelch,2005-11-01 01:55:00,1,0,10135,2004,37
Physchim62,2005-10-30 16:01:00,1,0,33618,2005,239
Pjacobi,2005-05-31 05:13:00,1,0,9829,2004,61
Psy guy,2005-11-05 02:58:00,1,0,4523,2005,3
Qaz,2005-10-09 05:28:00,1,0,3204,2002,72
R. fiend,2005-09-13 19:05:00,1,0,22855,2004,671
R3m0t,2005-06-23 10:38:00,1,0,4380,2003,64
Radiant!,2005-05-31 08:07:00,1,0,36918,2005,91
Ragib,2005-07-30 19:16:00,1,0,29042,2004,205
Ral315,2005-09-03 20:02:00,1,0,20637,2004,46
Rama,2005-04-28 18:39:00,1,0,35968,2004,188
Ramallite,2005-10-31 12:35:00,1,0,2947,2005,1
Redux,2005-07-21 23:46:00,1,0,8723,2004,133
Refdoc,2005-02-05 02:54:00,1,0,3128,2003,33
Reflex Reaction,2005-10-21 21:24:00,1,0,12979,2004,77
Rick Block,2005-08-14 19:20:00,1,0,30645,2004,225
Ricky81682,2005-12-23 08:24:00,1,0,129458,2004,89
Rje,2005-02-09 03:31:00,1,0,20239,2004,60
RJFJR,2005-10-04 14:32:00,1,0,74152,2004,83
Rlquall,2005-03-29 01:45:00,1,0,17851,2004,901
Robchurch,2005-10-10 00:21:00,1,0,6201,2005,39
RobertG,2005-09-22 05:26:00,1,0,34915,2005,42
RobyWayne,2005-10-07 21:02:00,1,0,7891,2005,23
RoyBoy,2005-09-22 02:49:00,1,0,39571,2004,88
RoySmith,2005-10-02 17:06:00,1,0,12114,2004,62
Rschen7754,2005-12-09 05:15:00,1,0,103058,2005,117
Rx StrangeLove,2005-09-05 04:53:00,1,0,0,2009,0
Sam Hocevar,2005-08-24 18:11:00,1,0,24989,2004,22
Sasquatch,2005-07-21 03:36:00,1,0,7630,2004,55
SCEhardt,2005-12-02 04:06:00,1,0,15566,2005,97
Schissel,2005-06-13 02:43:00,1,0,12012,2004,91
Scott Burley,2005-03-22 09:48:00,1,0,3308,2004,42
ScottDavis,2005-10-27 09:50:00,1,0,24157,2005,466
SCZenz,2005-11-26 21:16:00,1,0,9314,2005,65
Sebastiankessel,2005-10-06 21:35:00,1,0,4556,2005,15
Sesel,2005-03-24 21:40:00,1,0,21952,2004,425
Sfoskett,2005-10-15 10:33:00,1,0,26719,2004,1951
Shanel,2005-12-10 05:48:00,1,0,10990,2005,17
Shauri,2005-09-25 09:25:00,1,0,2748,2005,40
Sherool,2005-11-10 19:46:00,1,0,32872,2005,21
Shimgray,2005-10-27 20:33:00,1,0,0,2012,0
Shreshth91,2005-11-26 08:10:00,1,0,8116,2005,81
Sjakkalle,2005-06-10 11:11:00,1,0,32355,2005,257
SlimVirgin,2005-03-16 01:05:00,1,0,144883,2004,20
Smoddy,2005-04-17 19:11:00,1,0,1,2006,0
Sn0wflake,2005-06-19 00:34:00,1,0,7207,2004,121
SoLando,2005-12-06 14:28:00,1,0,14609,2003,549
Sortior,2004-12-31 23:56:00,1,0,7152,2004,27
Spangineer,2005-06-25 21:21:00,1,0,16281,2004,127
Splash,2005-09-02 06:40:00,1,0,33422,2005,55
Syrthiss,2005-12-07 19:33:00,1,0,36771,2005,4
Ta bu shi da yu,2005-06-20 08:41:00,1,0,32902,2004,338
TenOfAllTrades,2005-06-16 03:16:00,1,0,19999,2004,97
The Land,2005-12-06 18:53:00,1,0,7350,2004,39
The Tom,2005-11-16 02:35:00,1,0,20313,2003,441
Thebainer,2005-12-01 00:01:00,1,0,0,2008,0
TheoClarke,2005-06-15 07:50:00,1,0,7478,2005,162
TheParanoidOne,2005-11-26 13:11:00,1,0,23578,2004,10
Thorpe,2005-12-24 14:10:00,1,0,7672,2005,211
Thryduulf,2005-05-26 11:44:00,1,0,53221,2004,44
Thunderbrand,2005-07-23 23:58:00,1,0,16537,2004,81
Tomf688,2005-10-22 00:02:00,1,0,0,2007,0
Tony Sidaway,2005-03-04 01:04:00,1,0,81630,2004,104
Tregoweth,2005-10-11 06:15:00,1,0,48975,2003,547
Triddle,2005-07-11 00:12:00,1,0,5294,2005,22
TShilo12,2005-12-04 13:46:00,1,0,18707,2005,309
Utcursch,2005-02-14 12:07:00,1,0,96090,2004,79
Vague Rant,2005-01-13 01:32:00,1,0,4474,2004,37
Vaoverland,2005-02-27 06:31:00,1,0,31318,2004,349
Waltpohl,2005-01-03 01:34:00,1,0,2053,2004,282
Wayward,2005-10-11 02:03:00,1,0,10585,2005,2
Who,2005-09-23 10:20:00,1,0,20680,2005,48
Wiglaf,2005-05-18 09:46:00,1,0,20911,2004,566
Bkwillwm,2005-12-17 08:25:00,0,0,8696,2005,102
bob rulz,2005-09-21 08:31:00,0,0,12419,2004,12
Bobblewik,2005-05-24 14:01:00,0,0,66026,2004,115
Boothy443,2005-08-02 22:39:00,0,0,30281,2004,515
Bourbons3,2006-01-02 16:59:00,0,0,888,2005,7
BugzPal,2005-04-28 10:57:00,0,0,29,2005,2
Bushytails,2005-10-24 20:33:00,0,0,2237,2004,20
Canaen,2005-12-08 11:09:00,0,0,3219,2005,2
Casito,2005-08-25 05:40:00,0,0,1894,2003,55
Celestianpower,2005-08-24 12:10:00,0,0,9360,2005,80
Chamaeleon,2005-04-03 10:19:00,0,0,1042,2004,26
Chooserr,2005-11-05 00:51:00,0,0,3619,2005,10
Chowells,2005-10-24 01:31:00,0,0,2192,2004,79
CJS102793,2005-12-02 12:54:00,0,0,1917,2004,3
Coburnpharr04,2005-09-17 05:28:00,0,0,2861,2004,46
Cognition,2005-10-28 15:02:00,0,0,978,2005,2
Comics,2005-10-16 22:01:00,0,0,761,2004,6
Darrien,2005-06-09 14:16:00,0,0,2054,2003,36
Davetunney,2005-08-22 01:59:00,0,0,168,2005,1
Deryck Chan,2005-09-30 15:14:00,0,0,13830,2004,25
Dinopup,2005-01-22 08:06:00,0,0,1308,2003,52
Doidimais Brasil,2005-02-08 00:25:00,0,0,903,2003,18
DrZoidberg,2005-07-12 16:47:00,0,0,1219,2004,0
E. Brown,2005-10-19 00:19:00,0,0,5694,2005,32
EddieSegoura,2005-11-21 08:31:00,0,0,1598,2005,2
EinsteinMC2,2005-10-23 22:45:00,0,0,225,2005,0
Empty2005,2005-09-28 13:41:00,0,0,6581,2005,16
ESkog,2005-12-02 18:01:00,0,0,76668,2005,8
EventHorizon,2005-02-11 08:08:00,0,0,717,2004,24
Firebug,2005-12-02 19:27:00,0,0,2017,2005,29
Firefoxman,2005-12-16 23:36:00,0,0,0,2009,0
Garykirk,2005-11-25 13:50:00,0,0,1,2006,0
Gator1,2005-12-13 14:02:00,0,0,4149,2005,5
Goeagles4321,2005-11-01 18:02:00,0,0,558,2005,2
Haham hanuka,2005-03-07 12:40:00,0,0,7394,2004,9
Halibutt,2005-11-16 06:11:00,0,0,33690,2003,2030
Harro5,2005-05-30 12:59:00,0,0,14577,2005,28
Haukurth,2005-10-25 20:23:00,0,0,23121,2003,154
Henrygb,2005-01-28 06:26:00,0,0,12381,2003,449
HolyRomanEmperor,2005-12-20 16:40:00,0,0,44,2006,2
Ilmari Karonen,2005-11-23 08:50:00,0,0,14409,2005,22
Imaglang,2005-01-11 18:45:00,0,0,2300,2004,2
Instantnood,2005-09-28 05:31:00,0,0,32683,2005,484
Journalist,2005-08-20 18:01:00,0,0,14951,2005,5
Just zis Guy%C you know?,2005-11-05 10:14:00,0,0,6451,2004,48
Kmweber,2005-09-23 19:06:00,0,0,6862,2004,26
KuatofKDY,2005-11-16 05:45:00,0,0,6992,2003,125
Lord Voldemort,2005-09-27 21:30:00,0,0,7755,2005,78
Luigi30,2005-03-13 05:26:00,0,0,3725,2004,21
Maltesedog,2005-12-11 04:30:00,0,0,2136,2005,34
MarkGallagher,2005-10-28 15:48:00,0,0,9521,2004,93
MarSch,2005-05-13 03:14:00,0,0,8455,2005,23
Misterrick,2005-10-15 14:32:00,0,0,2402,2003,64
Monkbel,2005-10-10 08:17:00,0,0,5,2013,0
mtmdem,2005-10-16 07:43:00,0,0,261,2005,10
NickBush24,2005-10-17 04:22:00,0,0,6646,2005,97
Nightscream,2005-07-12 06:44:00,0,0,110405,2005,3
Niz,2005-11-17 13:21:00,0,0,1162,2005,18
NSR,2005-08-22 14:17:00,0,0,3584,2005,205
One Salient Oversight,2005-03-24 00:14:00,0,0,9135,2004,100
Pavel Vozenilek,2005-04-30 04:44:00,0,0,24272,2004,153
Peter Ellis,2005-04-12 12:57:00,0,0,7558,2004,84
Private Butcher,2005-10-21 16:41:00,0,0,2731,2005,73
psufan2007,2005-07-16 02:44:00,0,0,25,2005,0
Purplefeltangel,2005-07-20 06:52:00,0,0,2098,2004,4
Quale,2005-10-02 05:24:00,0,0,17848,2005,115
RadioKirk,2005-12-19 03:49:00,0,0,18518,2005,5
Rainbowwarrior1977,2005-08-06 05:06:00,0,0,198,2005,2
Richard Arthur Norton (1958- ),2005-12-23 03:24:00,0,0,169742,2004,224
Rl,2005-08-21 02:34:00,0,0,11135,2004,428
Robchurch,2005-10-10 00:21:00,0,0,6201,2005,39
Rogerd,2005-09-23 07:58:00,0,0,26362,2005,110
salvag,2005-09-07 06:32:00,0,0,1381,2005,3
Sam Vimes,2005-08-24 14:56:00,0,0,18511,2004,384
SamuraiClinton,2005-04-15 23:36:00,0,0,1111,2005,175
ScottyBoy900Q,2005-10-08 05:54:00,0,0,3908,2004,111
Shaddack,2005-11-02 10:27:00,0,0,14333,2005,392
Shanel,2005-10-21 22:13:00,0,0,10990,2005,14
Sherurcij,2005-11-17 13:24:00,0,0,36146,2004,169
Simetrical,2005-12-12 00:22:00,0,0,8692,2004,61
Sjorford,2005-03-12 18:20:00,0,0,26685,2003,430
Spinboy,2005-10-25 03:22:00,0,0,10639,2004,346
Spottedowl,2005-05-09 02:57:00,0,0,1583,2004,13
Staxringold,2005-11-28 01:57:00,0,0,20496,2005,71
tdxiang,2005-09-24 10:57:00,0,0,2471,2005,38
Tedernst,2005-10-27 08:46:00,0,0,8772,2002,12
The Land,2005-10-20 19:22:00,0,0,7350,2004,28
Thelb4,2005-12-21 21:54:00,0,0,4180,2005,21
ThomasK,2005-09-11 09:39:00,0,0,3221,2004,92
Thorpe,2005-07-12 05:16:00,0,0,7672,2005,104
Tony1,2005-10-25 03:02:00,0,0,135777,2005,2
Uncle G,2005-04-09 10:45:00,0,0,45557,2005,122
Vikreykja,2005-05-16 04:01:00,0,0,1975,2004,92
Walter,2005-12-22 19:21:00,0,0,773,2002,2
Weyes,2005-06-09 12:44:00,0,0,6243,2004,17
WhatWouldEmperorNortonDo,2005-12-05 22:32:00,0,0,166,2004,0
Who,2005-07-17 03:11:00,0,0,20680,2005,44
WikiFan04,2005-08-29 03:37:00,0,0,744,2004,30
Wikiwoohoo,2005-10-07 17:14:00,0,0,0,2010,0
YHoshua,2005-12-02 21:08:00,0,0,3037,2005,16
Zereshk,2005-10-26 00:24:00,0,0,22595,2004,317
Zzyzx11,2005-04-26 09:32:00,0,0,118788,2005,137
Ævar Arnfjörð Bjarmason,2004-05-18 11:53:00,1,0,5604,2004,21
Academic Challenger,2004-09-03 22:37:00,1,0,31572,2003,381
AlainV,2004-05-02 04:05:00,1,0,4611,2003,69
AllyUnion,2004-12-11 10:27:00,1,0,11945,2004,5
Andrevan,2004-09-11 05:50:00,1,0,17571,2003,41
Andrewa,2004-03-26 02:52:00,1,0,40219,2003,188
Andris,2004-07-22 12:55:00,1,0,4835,2004,115
Bkonrad,2004-05-22 05:08:00,1,0,132749,2004,237
Blankfaze,2004-06-29 14:08:00,1,0,9309,2004,87
Brockert,2004-12-09 04:49:00,1,0,4761,2004,25
Catbar,2004-04-25 04:48:00,1,0,13130,2003,64
CatherineMunro,2004-02-02 19:44:00,1,0,14639,2003,84
Cecropia,2004-03-27 03:55:00,1,0,12487,2003,64
Chancemill,2004-04-29 07:08:00,1,0,1386,2003,25
Chris Roy,2004-03-19 19:56:00,1,0,3991,2003,3
Chuq,2004-09-22 14:07:00,1,0,19933,2002,485
CJCurrie,2004-09-14 16:26:00,1,0,59050,2004,256
COGDEN,2004-11-05 04:57:00,1,0,12999,2003,133
CyborgTosser,2004-10-16 07:12:00,1,0,1620,2002,193
Cyrius,2004-05-02 05:57:00,1,0,19519,2003,143
Dale Arnett,2004-03-17 23:06:00,1,0,203931,2003,76
DanKeshet,2004-11-08 22:28:00,1,0,3619,2001,183
David.Monniaux,2004-05-02 17:05:00,1,0,16996,2003,224
David Gerard,2004-06-06 10:11:00,1,0,119590,2004,214
David Newton,2004-02-26 08:06:00,1,0,23196,2003,497
Davidcannon,2004-06-26 03:11:00,1,0,95276,2004,141
DavidWBrooks,2004-02-13 22:06:00,1,0,31138,2003,180
Davodd,2004-06-21 22:46:00,1,0,14029,2003,418
Dbachmann,2004-11-04 16:04:00,1,0,194880,2004,153
Decumanus,2004-03-27 18:45:00,1,0,15772,2004,711
Derek Ross,2004-11-08 22:31:00,1,0,19742,2001,235
DF08,2004-11-08 04:56:00,1,0,1918,2004,171
Diberri,2004-06-08 15:55:00,1,0,11681,2004,99
Dino,2004-11-26 01:25:00,1,0,5894,2003,195
DJ Clayworth,2004-03-24 14:54:00,1,0,37124,2003,114
Dmn,2004-11-19 03:27:00,1,0,5898,2003,109
Dpbsmith,2004-04-10 04:13:00,1,0,30654,2003,94
DropDeadGorgias,2004-07-28 19:41:00,1,0,8985,2003,35
Earl Andrew,2004-04-20 04:25:00,1,0,73555,2003,396
Ed g2s,2004-07-22 02:22:00,1,0,26292,2003,57
Everyking,2004-05-03 22:46:00,1,0,146543,2004,103
Fabiform,2004-03-10 19:24:00,1,0,6765,2004,76
Fennec,2004-03-27 00:44:00,1,0,4720,2004,15
Flockmeal,2004-03-10 04:37:00,1,0,4411,2003,23
Fredrik,2004-06-24 22:40:00,1,0,23349,2003,117
Gadfium,2004-12-04 08:49:00,1,0,114267,2004,148
Gaz,2004-03-11 12:37:00,1,0,0,2015,0
Geni,2004-12-15 11:12:00,1,0,30209,2004,38
Gentgeen,2004-04-18 21:55:00,1,0,23697,2003,93
Geogre,2004-08-06 14:17:00,1,0,25257,2003,41
Gerald Farinas,2004-09-12 02:46:00,1,0,17833,2004,617
Grunt,2004-08-21 22:00:00,1,0,8638,2004,37
Gtrmp,2004-09-03 01:23:00,1,0,25906,2004,1282
Gwalla,2004-10-10 20:55:00,1,0,8623,2004,51
Hajor,2004-03-20 21:19:00,1,0,20379,2002,231
Hawstom,2004-10-11 17:40:00,1,0,4718,2003,9
Isomorphic,2004-03-01 21:16:00,1,0,6476,2002,20
Jallan,2004-10-05 04:25:00,1,0,2534,2003,252
Jamesday,2004-01-19 00:44:00,1,0,4388,2003,47
Jayjg,2004-09-05 07:20:00,1,0,116940,2003,12
JCarriker,2004-06-17 02:48:00,1,0,8405,2003,171
Jerzy,2004-05-20 00:36:00,1,0,52377,2003,130
Jmabel,2004-05-03 18:41:00,1,0,84257,2003,266
Johnleemk,2004-06-19 13:44:00,1,0,20413,2003,92
JonMoore,2004-12-04 22:47:00,1,0,6834,2003,86
Jpgordon,2004-11-19 21:19:00,1,0,56229,2004,13
Jrdioko,2004-05-28 20:26:00,1,0,4457,2004,19
Kaihsu,2004-01-30 19:20:00,1,0,36126,2003,236
Karada,2004-11-09 19:18:00,1,0,24430,2002,722
Kate,2004-09-03 01:43:00,1,0,12872,2004,32
KF,2004-11-16 01:09:00,1,0,23673,2002,376
KRS,2004-02-04 16:57:00,1,0,1754,2003,28
Lachatdelarue,2004-11-04 16:06:00,1,0,3615,2004,113
Lord Emsworth,2004-01-08 01:29:00,1,0,28672,2003,219
LouI,2003-12-31 17:39:00,1,0,11352,2003,204
Mirv,2004-05-25 10:22:00,1,0,16966,2003,66
Mkweise,2004-03-24 22:52:00,1,0,4328,2002,327
Moncrief,2004-03-18 07:31:00,1,0,29824,2003,226
Morven,2004-01-14 21:54:00,1,0,18610,2003,163
Neutrality,2004-10-05 04:08:00,1,0,105199,2004,294
Noldoaran,2004-02-04 03:05:00,1,0,1291,2002,15
Nunh-huh,2004-05-16 09:17:00,1,0,27995,2004,282
Oberiko,2004-06-13 14:55:00,1,0,15108,2004,122
OldakQuill,2004-06-20 21:52:00,1,0,18001,2004,1045
Optim,2003-12-18 04:22:00,1,0,4563,2002,80
Ortolan88,2004-11-08 22:20:00,1,0,10293,2001,243
PedanticallySpeaking,2004-12-09 19:32:00,1,0,14635,2004,423
PFHLai,2004-08-22 04:57:00,1,0,51258,2004,67
Premeditated Chaos,2004-12-21 07:45:00,1,0,4857,2003,27
Proteus,2004-09-17 21:18:00,1,0,15442,2003,243
PZFUN,2004-12-06 02:52:00,1,0,7920,2004,287
RadicalBender,2004-02-26 02:05:00,1,0,19976,2003,300
Ran,2004-11-07 09:55:00,1,0,17293,2004,135
RedWolf,2004-02-17 17:47:00,1,0,85810,2003,213
RedWordSmith,2004-11-26 20:14:00,1,0,3463,2004,28
Rhobite,2004-10-17 00:21:00,1,0,20727,2004,26
Rmhermen,2004-06-28 22:55:00,1,0,56245,2001,441
Roadrunner,2003-12-30 17:38:00,1,0,11717,2002,439
Robin Patterson,2004-07-28 01:57:00,1,0,2522,2004,69
RobLa,2004-02-04 17:04:00,1,0,2955,2001,207
Roozbeh,2004-04-13 16:23:00,1,0,6216,2003,49
Rossami,2004-08-24 05:11:00,1,0,24579,2003,27
Salsa Shark,2003-12-16 06:54:00,1,0,2085,2003,24
Seth Ilys,2004-03-12 01:33:00,1,0,46881,2003,1389
Sewing,2004-08-19 10:59:00,1,0,6957,2003,194
Siroxo,2004-08-26 20:17:00,1,0,6422,2004,149
Slowking Man,2004-10-05 10:08:00,1,0,9199,2004,75
Solipsist,2004-12-07 16:33:00,1,0,17489,2004,170
Sverdrup,2004-03-29 13:43:00,1,0,8909,2003,18
Thue,2004-07-21 22:31:00,1,0,18074,2003,132
Tim Ivorson,2004-12-24 05:09:00,1,0,5701,2003,58
Timc,2004-11-17 22:04:00,1,0,9167,2003,185
Tkinias,2004-12-06 04:58:00,1,0,3404,2003,227
Tom-,2004-05-21 00:35:00,1,0,4453,2004,188
Topbanana,2004-08-04 14:46:00,1,0,77952,2004,242
UtherSRG,2004-04-06 20:01:00,1,0,88102,2003,147
VampWillow,2004-06-24 14:27:00,1,0,5737,2004,67
Violetriga,2004-10-31 20:53:00,1,0,35632,2004,206
Wapcaplet,2004-11-09 19:30:00,1,0,7449,2002,227
Wernher,2004-12-01 15:56:00,1,0,16218,2003,253
Wile E. Heresiarch,2004-05-14 15:20:00,1,0,6711,2003,45
Woggly,2004-11-26 22:50:00,1,0,4773,2004,77
Zero0000,2004-04-13 21:29:00,1,0,24467,2002,25
Zoney,2004-09-14 13:39:00,1,0,8815,2004,58
Anárion,2004-09-08 08:17:00,0,0,5382,2004,79
Chan Han Xiang,2004-12-26 09:16:00,0,0,2573,2004,175
CyborgTosser,2004-10-16 07:12:00,0,0,1620,2002,193
EDGE,2004-09-22 19:42:00,0,0,271,2004,3
Fvw,2004-11-27 21:49:00,0,0,19601,2003,6
Guanaco,2004-12-03 14:29:00,0,0,16934,2004,264
IndigoGenius,2004-07-11 02:45:00,0,0,150,2004,3
Jor,2004-03-29 05:17:00,0,0,7330,2003,625
Leonard G.,2005-09-10 08:21:00,0,0,26393,2004,290
LGagnon,2004-11-17 22:04:00,0,0,14868,2003,214
Lst27,2004-09-14 22:12:00,0,0,4218,2004,116
